Date,Location,Traffic Volume,Vehicle Type,Weather,Temperature,Speed,Accident,Holiday,Congestion Level
2024-01-29,South,929,Truck,Rainy,40,42.8,No,No,Medium
2024-12-04,West,476,Truck,Rainy,28,60.0,No,No,Low
2025-01-14,Airport,837,Truck,Sunny,34,40.5,No,No,Low
2024-08-01,Downtown,911,Bus,Sunny,18,44.6,No,No,Medium
2024-03-30,Airport,551,Bike,Cloudy,36,59.0,No,No,Low
2024-07-05,Downtown,1064,Bike,Rainy,42,32.4,No,No,High
2024-07-04,Airport,707,Truck,Sunny,35,50.7,No,No,Low
2025-03-01,Airport,865,Truck,Rainy,32,44.4,No,No,Medium
2024-08-19,Downtown,659,Car,Cloudy,34,50.6,No,No,Low
2024-05-03,Industrial,366,Bike,Sunny,23,65.4,No,No,Low
2025-03-19,South,422,Truck,Rainy,19,61.1,No,No,Low
2026-06-09,Downtown,753,Bike,Rainy,25,55.9,No,No,Medium
2025-08-14,Industrial,288,Truck,Sunny,26,61.5,Yes,No,Medium
2026-04-14,West,745,Car,Sunny,34,43.2,No,No,Low
2024-06-04,North,290,Bus,Sunny,24,60.4,No,No,Low
2024-11-04,Industrial,1092,Car,Rainy,38,43.3,No,No,Medium
2024-02-05,North,505,Bike,Cloudy,42,51.8,No,No,Low
2025-10-22,Industrial,751,Bike,Rainy,37,48.0,No,No,Medium
2024-05-31,Industrial,726,Bike,Sunny,37,43.0,No,No,Low
2025-01-07,Industrial,398,Bus,Rainy,31,67.1,No,No,Low
2025-04-25,Downtown,783,Bike,Sunny,21,45.7,No,No,Low
2025-01-25,Downtown,515,Bike,Sunny,35,56.4,No,No,Low
2026-05-29,Airport,714,Bike,Rainy,26,49.4,No,No,Medium
2025-03-29,North,506,Bus,Foggy,22,67.8,No,No,Low
2025-10-11,South,758,Truck,Foggy,41,46.7,No,No,Medium
2026-01-21,Downtown,371,Bike,Sunny,28,58.2,No,No,Low
2024-09-05,East,641,Bus,Sunny,26,61.4,No,No,Low
2024-04-17,East,1051,Truck,Sunny,21,40.0,No,No,Medium
2024-01-14,North,841,Bike,Sunny,27,45.4,No,No,Medium
2026-04-28,Industrial,198,Truck,Sunny,33,74.1,No,No,Low
2025-08-05,Industrial,283,Car,Sunny,20,70.7,No,No,Low
2025-03-14,West,683,Car,Cloudy,36,59.7,No,No,Low
2026-04-04,East,745,Car,Rainy,23,44.2,No,Yes,Medium
2026-06-06,Downtown,827,Bus,Rainy,24,51.9,No,No,Medium
2025-02-17,West,177,Bike,Sunny,24,77.9,No,No,Low
2025-05-10,Airport,797,Bus,Sunny,18,56.1,No,No,Medium
2025-09-28,West,907,Bike,Sunny,38,44.7,No,No,Medium
2024-04-28,Industrial,1183,Bike,Sunny,39,34.7,No,No,Medium
2024-08-26,Downtown,421,Bus,Sunny,42,67.2,No,Yes,Low
2024-10-16,East,932,Truck,Cloudy,31,46.7,Yes,No,High
2024-11-12,Airport,782,Bike,Cloudy,32,42.7,No,No,Low
2026-04-15,South,67,Bike,Cloudy,19,76.3,No,Yes,Low
2024-11-18,East,653,Bus,Sunny,36,50.9,No,No,Low
2025-03-27,Industrial,287,Truck,Sunny,24,71.5,No,No,Low
2025-04-22,North,802,Truck,Sunny,31,52.9,No,No,Low
2024-08-28,West,679,Truck,Rainy,36,56.8,No,No,Medium
2024-10-15,East,879,Bus,Sunny,27,45.8,No,No,Low
2026-03-15,West,744,Car,Sunny,42,50.2,No,No,Low
2025-08-15,North,1032,Truck,Rainy,39,35.7,No,No,High
2024-08-17,South,820,Bike,Sunny,24,55.2,No,No,Medium
2026-05-28,North,609,Bus,Sunny,36,48.6,No,Yes,Low
2024-04-27,East,886,Truck,Sunny,27,49.6,No,No,Low
2024-12-10,North,600,Bus,Sunny,36,57.0,No,Yes,Low
2024-03-06,West,451,Bus,Cloudy,41,58.0,No,No,Low
2024-07-27,South,667,Bike,Rainy,24,55.3,No,No,Medium
2024-01-03,Airport,1174,Car,Rainy,26,34.0,No,No,High
2024-09-22,East,331,Bike,Sunny,35,64.8,No,Yes,Low
2026-06-30,Airport,338,Bike,Sunny,25,72.5,No,No,Low
2024-07-06,North,794,Car,Sunny,36,52.2,No,No,Medium
2026-05-01,West,762,Truck,Rainy,26,42.5,No,No,Medium
2026-06-26,Industrial,175,Bike,Sunny,24,71.0,No,No,Low
2024-02-29,West,575,Truck,Rainy,37,61.0,No,No,Low
2024-07-04,Industrial,301,Bus,Sunny,37,64.0,No,No,Low
2024-05-17,West,326,Car,Sunny,25,72.0,No,No,Low
2025-03-27,Industrial,727,Car,Cloudy,18,55.9,No,No,Low
2026-03-05,West,428,Truck,Rainy,19,65.9,No,No,Low
2024-02-27,North,1147,Truck,Rainy,26,30.1,Yes,No,High
2024-05-10,East,399,Car,Rainy,42,70.0,No,No,Low
2024-06-16,South,717,Car,Rainy,41,51.3,No,Yes,Medium
2025-04-18,Airport,510,Bike,Cloudy,26,56.6,No,No,Low
2024-02-21,Industrial,701,Bus,Cloudy,39,48.0,No,No,Low
2025-06-01,North,509,Truck,Cloudy,40,63.6,No,No,Low
2024-10-15,West,963,Bus,Rainy,32,35.5,No,No,High
2024-04-12,Downtown,861,Car,Sunny,25,50.6,No,No,Medium
2024-02-21,East,563,Car,Rainy,38,53.5,No,No,Low
2024-04-16,West,478,Truck,Cloudy,42,55.9,No,No,Low
2024-06-28,East,648,Truck,Sunny,18,55.1,No,No,Low
2024-05-27,North,668,Bike,Cloudy,38,51.3,No,No,Low
2026-01-27,Industrial,500,Bus,Sunny,18,68.0,No,No,Low
2025-06-04,South,922,Car,Sunny,29,47.1,No,Yes,Medium
2025-12-01,West,1009,Truck,Sunny,37,36.6,No,No,Medium
2025-03-13,North,501,Bus,Rainy,25,66.0,No,No,Low
2025-04-30,North,435,Truck,Cloudy,30,56.6,No,Yes,Low
2026-04-08,Downtown,377,Truck,Cloudy,27,66.9,No,No,Low
2024-08-11,West,568,Truck,Sunny,25,63.3,No,No,Low
2025-10-23,Airport,222,Truck,Cloudy,30,71.1,Yes,No,Medium
2025-06-10,Industrial,805,Truck,Sunny,38,40.8,No,No,Low
2024-10-06,Airport,758,Bus,Rainy,20,45.7,No,No,Low
2026-04-28,South,650,Truck,Cloudy,29,59.0,No,No,Medium
2025-03-03,East,761,Truck,Rainy,34,42.6,No,No,Medium
2024-11-12,Airport,862,Car,Sunny,34,53.5,No,No,Low
2024-09-07,South,576,Bike,Cloudy,41,52.0,No,No,Low
2025-03-21,North,253,Truck,Cloudy,31,63.9,No,No,Low
2024-07-06,Industrial,247,Car,Sunny,24,77.1,No,No,Low
2026-06-20,Airport,806,Car,Sunny,42,47.8,No,No,Medium
2025-12-08,Industrial,174,Bus,Cloudy,18,78.0,No,No,Low
2025-02-23,Industrial,866,Bus,Rainy,24,47.4,No,Yes,Medium
2025-07-11,Airport,398,Car,Sunny,23,72.1,No,No,Low
2025-07-17,South,954,Bus,Rainy,39,34.8,No,No,Medium
2025-04-06,Industrial,337,Bike,Sunny,25,64.5,No,No,Low
2025-09-16,Airport,663,Bus,Sunny,20,48.5,No,No,Medium
2026-04-10,East,171,Bike,Sunny,42,67.2,No,No,Low
2024-06-07,Airport,887,Bus,Sunny,21,52.5,No,No,Low
2024-12-23,Industrial,782,Car,Cloudy,41,52.7,No,No,Low
2025-05-19,Industrial,232,Car,Sunny,36,78.7,No,No,Low
2026-05-26,North,296,Car,Cloudy,31,76.2,No,No,Low
2024-12-26,West,1164,Bus,Cloudy,23,25.4,No,No,Medium
2025-12-19,South,860,Bike,Cloudy,29,40.6,No,No,Low
2024-11-27,South,865,Bus,Sunny,31,37.4,No,No,Medium
2026-01-25,West,769,Car,Sunny,37,50.2,No,No,Low
2026-02-21,West,606,Bike,Cloudy,37,62.8,No,No,Low
2025-07-26,West,672,Truck,Sunny,37,54.1,No,Yes,Low
2025-02-24,South,792,Bike,Cloudy,41,43.3,No,No,Low
2024-10-26,Downtown,906,Truck,Sunny,39,47.8,No,Yes,Low
2024-11-30,Airport,543,Car,Sunny,30,51.3,No,No,Low
2026-05-10,South,938,Truck,Sunny,35,40.5,No,No,Low
2024-12-03,Industrial,309,Bus,Cloudy,41,70.6,No,No,Low
2026-06-05,North,580,Bike,Rainy,24,59.8,Yes,No,Medium
2026-02-17,Downtown,410,Truck,Cloudy,29,58.6,No,Yes,Low
2024-09-24,Airport,876,Bike,Foggy,27,38.0,No,No,High
2026-02-18,Downtown,119,Car,Cloudy,19,73.2,No,No,Low
2025-01-16,Downtown,347,Bus,Sunny,26,59.1,No,No,Low
2025-05-10,South,485,Bike,Cloudy,29,53.6,No,No,Low
2024-05-25,South,691,Truck,Cloudy,28,49.4,No,No,Low
2026-05-25,West,473,Car,Sunny,39,53.1,No,No,Low
2025-05-25,East,621,Truck,Cloudy,37,60.2,No,No,Low
2024-06-23,West,439,Bus,Sunny,22,65.4,No,No,Low
2024-04-14,Airport,391,Car,Sunny,23,58.4,No,No,Low
2024-08-30,Industrial,805,Bike,Cloudy,38,46.8,No,No,Medium
2024-12-20,Industrial,588,Truck,Cloudy,27,59.5,No,No,Low
2025-12-30,East,616,Car,Foggy,20,48.4,No,No,Medium
2024-02-23,Downtown,455,Truck,Sunny,27,60.8,No,No,Low
2025-10-15,Airport,390,Bus,Sunny,41,70.4,No,No,Low
2024-12-30,Industrial,362,Bike,Sunny,24,64.5,No,No,Low
2025-06-06,North,995,Bus,Sunny,20,39.2,No,No,High
2025-09-07,Downtown,219,Bike,Cloudy,35,68.2,No,No,Low
2025-07-10,Downtown,546,Truck,Rainy,20,53.2,No,No,Low
2025-12-09,South,436,Bus,Rainy,34,70.6,No,No,Medium
2026-06-03,East,934,Bike,Sunny,20,48.6,No,No,Medium
2024-06-15,West,1075,Car,Foggy,22,37.0,No,No,High
2025-10-06,South,125,Car,Cloudy,40,68.0,No,No,Low
2025-09-01,East,1052,Bus,Cloudy,39,34.9,No,No,Medium
2025-12-22,West,460,Bike,Cloudy,38,61.6,No,No,Low
2026-03-06,West,646,Bike,Cloudy,29,57.2,No,No,Medium
2024-05-09,Downtown,825,Car,Sunny,32,41.0,No,Yes,Low
2024-11-02,North,909,Bike,Rainy,42,44.6,No,No,Medium
2024-12-02,Airport,621,Bus,Sunny,30,49.2,No,No,Low
2026-01-13,Downtown,374,Bus,Cloudy,35,59.0,No,No,Low
2024-09-08,Airport,1198,Car,Sunny,18,29.1,No,No,Medium
2025-03-31,Downtown,712,Truck,Sunny,31,50.5,No,No,Low
2024-04-01,South,945,Car,Rainy,42,40.2,No,No,Medium
2025-11-20,Industrial,533,Car,Sunny,18,54.7,No,No,Low
2025-04-30,Industrial,476,Truck,Sunny,36,69.0,No,No,Low
2026-04-26,Airport,639,Car,Sunny,27,60.4,No,No,Low
2025-02-14,Industrial,195,Bike,Sunny,32,75.2,No,No,Low
2026-01-07,West,407,Bus,Sunny,40,65.7,No,No,Low
2024-11-25,South,505,Truck,Cloudy,30,66.8,No,No,Low
2024-07-09,Airport,698,Car,Sunny,39,48.1,No,No,Medium
2024-09-02,North,821,Bike,Sunny,42,52.2,No,No,Low
2024-12-17,North,1044,Car,Sunny,40,32.2,No,No,Medium
2024-04-17,East,650,Truck,Cloudy,38,54.0,No,No,Low
2025-01-17,North,665,Car,Sunny,22,51.4,Yes,No,Medium
2024-05-17,South,446,Truck,Cloudy,36,64.2,No,No,Low
2024-01-23,West,1021,Car,Sunny,39,31.2,No,No,High
2024-06-26,West,567,Truck,Rainy,28,56.3,No,No,Low
2025-07-04,North,701,Bike,Sunny,38,47.0,No,No,Low
2026-02-14,Airport,825,Car,Sunny,42,41.0,No,No,Medium
2025-05-20,East,353,Bike,Cloudy,41,69.9,No,No,Low
2026-02-18,Downtown,264,Truck,Sunny,37,67.4,No,No,Low
2026-04-25,Downtown,336,Bus,Cloudy,23,66.6,No,No,Low
2025-11-01,Downtown,648,Car,Rainy,18,54.1,No,No,Low
2024-01-21,Industrial,320,Bike,Cloudy,36,67.2,No,No,Low
2026-03-10,Industrial,1125,Car,Sunny,21,31.0,No,No,Medium
2026-02-07,East,704,Car,Cloudy,41,56.8,No,No,Low
2024-07-06,Downtown,664,Bike,Rainy,18,51.4,No,No,Medium
2025-03-05,West,861,Car,Sunny,21,43.6,No,No,Low
2025-05-01,West,103,Bike,Sunny,22,77.9,Yes,No,Medium
2025-02-04,North,93,Car,Cloudy,36,78.3,No,No,Low
2025-05-02,Downtown,258,Car,Sunny,36,75.7,No,No,Low
2025-09-22,North,821,Car,Cloudy,24,51.2,No,No,Medium
2024-02-12,East,399,Car,Cloudy,18,64.0,No,No,Low
2026-03-22,Downtown,590,Bus,Cloudy,18,57.4,No,No,Low
2025-02-20,Airport,460,Bus,Rainy,22,57.6,No,No,Low
2025-10-25,North,392,Truck,Sunny,20,56.3,No,No,Low
2024-10-05,Airport,436,Bike,Rainy,37,59.6,No,No,Low
2025-10-18,South,690,Car,Sunny,38,53.4,No,No,Medium
2024-01-25,South,580,Truck,Rainy,21,52.8,No,No,Low
2024-04-18,Downtown,700,Truck,Foggy,20,57.0,No,No,Medium
2026-06-20,South,857,Bike,Sunny,34,41.7,No,No,Low
2025-04-19,Downtown,718,Truck,Sunny,25,45.3,No,No,Medium
2024-04-22,East,296,Truck,Cloudy,27,72.2,No,No,Low
2026-01-24,Airport,451,Bus,Sunny,24,62.0,No,No,Low
2024-10-02,South,782,Bike,Rainy,25,53.7,No,Yes,Medium
2024-10-07,North,738,Car,Sunny,41,46.5,No,No,Low
2025-01-02,North,397,Bus,Sunny,30,65.1,No,Yes,Low
2025-04-09,Downtown,363,Car,Sunny,36,65.5,No,No,Low
2025-02-19,West,377,Car,Sunny,25,71.9,No,No,Low
2025-04-12,Industrial,1016,Bike,Rainy,35,40.4,No,No,High
2026-05-12,East,959,Bike,Foggy,18,49.6,Yes,No,High
2025-12-01,East,681,Car,Rainy,32,47.8,No,No,Medium
2026-06-22,Downtown,414,Truck,Cloudy,36,55.4,No,No,Low
2025-10-13,Downtown,667,Car,Sunny,31,59.3,No,No,Low
2025-01-19,West,795,Truck,Sunny,30,44.2,No,No,Low
2024-04-07,North,965,Truck,Rainy,40,35.4,No,No,High
2024-06-04,North,496,Bike,Cloudy,22,53.2,No,No,Low
2024-12-20,East,761,Truck,Cloudy,29,54.6,No,No,Low
2024-06-12,East,848,Car,Sunny,42,48.1,No,No,Low
2025-07-16,East,642,Car,Cloudy,29,55.3,No,No,Low
2024-04-27,East,179,Bus,Sunny,19,71.8,No,No,Low
2024-05-26,Downtown,949,Car,Rainy,22,47.0,No,No,Medium
2024-12-25,Downtown,730,Truck,Rainy,41,52.8,Yes,No,High
2026-04-14,South,439,Bike,Rainy,23,67.4,No,No,Low
2026-05-22,East,755,Car,Sunny,29,47.8,No,No,Low
2025-05-18,North,650,Truck,Cloudy,31,51.0,No,No,Low
2026-02-14,Industrial,313,Bus,Rainy,32,71.5,No,No,Low
2025-12-21,Industrial,1001,Bike,Foggy,20,46.0,No,No,Medium
2026-05-22,West,1078,Truck,Rainy,20,29.9,No,No,High
2025-01-05,East,361,Car,Rainy,27,64.6,No,No,Low
2026-06-03,South,839,Car,Sunny,30,41.4,No,No,Low
2024-03-29,East,849,Truck,Cloudy,26,43.0,No,No,Low
2025-02-13,South,943,Truck,Cloudy,39,49.3,No,No,Medium
2025-07-13,West,491,Bus,Cloudy,25,62.4,No,Yes,Low
2026-03-18,Airport,914,Bus,Rainy,31,47.4,No,No,Medium
2024-09-22,Airport,638,Car,Rainy,23,52.5,No,No,Medium
2024-03-25,North,708,Car,Sunny,41,43.7,No,No,Low
2025-05-23,Industrial,172,Bike,Sunny,40,79.1,No,Yes,Low
2026-04-27,West,530,Car,Sunny,18,65.8,Yes,No,Low
2024-09-03,East,305,Car,Cloudy,31,62.8,No,No,Low
2026-06-24,Industrial,950,Car,Rainy,27,50.0,No,No,Medium
2026-06-07,Industrial,644,Car,Sunny,28,49.2,No,No,Low
2025-04-28,West,747,Bike,Cloudy,32,43.1,No,Yes,Low
2025-04-24,Downtown,754,Bike,Sunny,37,45.8,No,No,Low
2024-07-26,Airport,642,Bike,Sunny,24,53.3,No,No,Low
2025-04-03,Airport,247,Car,Rainy,35,73.1,No,Yes,Low
2025-04-21,Downtown,252,Bus,Cloudy,42,73.9,No,No,Low
2024-06-15,West,834,Car,Rainy,30,52.6,No,No,Medium
2025-02-11,Downtown,990,Bike,Rainy,31,35.4,No,No,High
2025-08-14,Industrial,455,Bus,Sunny,31,57.8,No,Yes,Low
2024-03-15,Downtown,671,Bus,Sunny,38,53.2,No,Yes,Low
2024-10-15,Industrial,832,Car,Cloudy,27,47.7,No,No,Medium
2024-03-08,Downtown,455,Truck,Rainy,20,60.8,No,No,Low
2024-05-30,Downtown,635,Bike,Cloudy,35,55.6,No,No,Low
2025-12-31,Industrial,466,Truck,Sunny,28,56.4,No,No,Low
2025-05-25,Airport,266,Bus,Cloudy,31,76.4,No,No,Low
2025-07-19,Industrial,603,Car,Sunny,33,50.9,No,No,Low
2024-08-27,Airport,905,Bike,Cloudy,30,49.8,No,No,Medium
2024-08-20,Downtown,454,Bus,Sunny,29,67.8,No,No,Low
2024-05-24,Downtown,565,Bike,Sunny,34,60.4,No,No,Low
2026-04-04,East,643,Bus,Cloudy,33,53.3,No,No,Medium
2024-01-17,South,913,Car,Rainy,32,47.5,No,No,Medium
2024-06-14,South,868,Truck,Rainy,22,53.3,No,No,Medium
2024-02-16,East,307,Truck,Sunny,39,74.7,No,No,Low
2026-05-30,South,923,Bus,Rainy,31,46.1,No,No,High
2024-05-08,East,461,Bike,Cloudy,18,69.6,No,No,Low
2025-08-28,North,154,Car,Cloudy,26,65.8,No,No,Low
2026-05-04,East,1068,Bus,Cloudy,28,43.3,No,No,Medium
2024-09-20,North,541,Truck,Sunny,37,60.4,No,Yes,Low
2024-09-17,Airport,362,Car,Cloudy,34,62.5,No,No,Low
2024-08-03,Airport,403,Bus,Cloudy,23,59.9,Yes,No,Medium
2024-04-15,Airport,428,Bike,Rainy,37,57.9,No,No,Low
2024-06-17,North,685,Truck,Sunny,36,45.6,No,No,Low
2024-06-28,West,435,Car,Sunny,18,67.6,No,No,Low
2026-03-24,Downtown,410,Truck,Sunny,20,55.6,No,No,Low
2025-04-06,North,585,Car,Sunny,19,48.6,No,No,Low
2024-10-25,North,772,Bus,Sunny,26,48.1,No,No,Low
2026-06-02,West,323,Truck,Rainy,35,66.1,No,No,Medium
2024-02-03,Airport,896,Truck,Sunny,41,46.2,No,No,Low
2025-12-16,Industrial,562,Bus,Sunny,33,51.5,No,No,Low
2025-08-09,North,152,Truck,Cloudy,31,78.9,No,No,Low
2025-04-08,South,420,Bus,Cloudy,29,70.2,No,No,Low
2025-09-30,West,582,Truck,Sunny,35,48.7,No,No,Low
2026-02-05,Airport,924,Bike,Rainy,18,38.0,Yes,Yes,High
2026-05-12,Downtown,341,Bus,Sunny,27,59.4,No,Yes,Low
2024-09-22,Downtown,495,Bus,Sunny,25,52.2,No,No,Low
2024-09-07,Downtown,269,Bus,Rainy,29,68.2,No,No,Low
2024-10-17,Industrial,705,Car,Sunny,35,49.8,No,No,Medium
2024-07-17,North,496,Truck,Rainy,31,52.2,No,No,Low
2025-07-31,West,359,Bus,Sunny,42,62.6,No,No,Low
2024-02-28,Airport,147,Bike,Sunny,22,70.1,No,No,Low
2025-05-23,Downtown,173,Bike,Cloudy,20,70.1,No,No,Low
2026-03-04,Downtown,993,Bus,Rainy,21,37.3,No,No,High
2025-04-02,North,461,Car,Cloudy,31,63.6,No,No,Low
2025-11-14,East,803,Truck,Sunny,18,42.9,No,No,Low
2026-04-08,Downtown,449,Bus,Cloudy,28,55.0,No,No,Low
2024-06-19,Downtown,225,Truck,Cloudy,28,69.0,No,No,Low
2024-04-12,Downtown,970,Truck,Sunny,32,47.2,No,No,Medium
2024-09-24,North,712,Truck,Cloudy,20,50.5,No,No,Low
2025-10-05,Industrial,738,Car,Cloudy,27,57.5,No,No,Low
2025-03-17,East,885,Bus,Foggy,36,49.6,No,No,Medium
2024-04-07,Downtown,355,Bus,Sunny,31,73.8,No,No,Low
2025-10-13,Industrial,1007,Bus,Rainy,28,46.7,No,No,Medium
2025-02-18,Industrial,509,Truck,Sunny,23,57.6,No,No,Low
2026-01-24,Airport,261,Bike,Sunny,29,64.6,No,No,Low
2024-07-06,Airport,730,Bike,Sunny,23,48.8,No,No,Medium
2026-02-17,Industrial,542,Car,Sunny,25,59.3,No,No,Low
2025-08-10,Downtown,524,Car,Cloudy,40,55.0,No,No,Low
2025-02-12,Airport,305,Truck,Rainy,31,61.8,No,Yes,Low
2026-05-06,Downtown,593,Car,Rainy,42,55.3,Yes,No,Medium
2025-01-14,West,722,Bus,Sunny,20,55.1,No,No,Low
2025-12-12,Downtown,497,Bus,Cloudy,26,65.1,No,No,Low
2025-04-30,East,221,Truck,Sunny,18,73.2,No,No,Low
2025-04-19,South,777,Bike,Sunny,25,46.9,No,No,Low
2026-03-16,Downtown,447,Truck,Sunny,22,57.1,No,No,Low
2024-12-23,Downtown,867,Bus,Cloudy,30,52.3,No,No,Low
2026-02-09,Airport,689,Bus,Rainy,19,57.4,No,No,Low
2025-04-29,Downtown,834,Bike,Sunny,37,44.6,No,No,Low
2024-11-02,Downtown,352,Bus,Sunny,42,72.9,No,No,Low
2024-08-12,East,964,Truck,Rainy,26,33.4,No,No,High
2025-01-02,South,353,Bus,Sunny,36,71.9,No,No,Low
2024-07-21,Industrial,345,Truck,Sunny,37,74.2,No,Yes,Low
2025-10-02,Industrial,818,Truck,Sunny,28,39.3,No,No,Low
2025-08-18,West,995,Car,Sunny,38,35.2,No,No,Medium
2024-08-15,West,282,Truck,Sunny,30,74.7,No,No,Low
2026-06-18,East,862,Bike,Sunny,30,39.5,No,No,Medium
2025-11-05,Downtown,627,Truck,Rainy,19,61.9,No,No,Medium
2025-08-13,Airport,459,Truck,Sunny,35,62.6,No,No,Low
2025-01-07,Downtown,766,Truck,Rainy,26,57.4,No,No,Medium
2024-08-04,East,203,Bike,Cloudy,40,67.9,No,Yes,Low
2026-01-22,East,393,Bike,Rainy,37,72.3,No,No,Low
2025-06-04,East,576,Truck,Sunny,19,55.0,No,No,Low
2025-02-28,Industrial,655,Bus,Cloudy,34,45.8,No,No,Low
2026-03-28,Airport,477,Car,Rainy,22,66.9,No,No,Low
2024-09-25,East,576,Car,Cloudy,18,55.0,No,No,Low
2026-05-09,East,594,Bus,Cloudy,18,53.2,No,No,Low
2026-05-09,Industrial,645,Bus,Cloudy,28,53.2,No,No,Low
2024-04-02,Downtown,855,Bike,Rainy,30,42.8,No,No,Low
2024-07-30,West,624,Bus,Foggy,28,47.0,No,No,Low
2024-10-16,West,778,Bike,Sunny,20,54.9,No,No,Low
2024-01-03,West,1098,Bus,Foggy,34,36.1,No,No,High
2026-04-11,North,163,Car,Cloudy,34,77.5,No,No,Low
2025-11-10,Downtown,439,Truck,Rainy,42,66.4,No,No,Low
2026-06-22,Industrial,804,Bus,Rainy,18,53.8,No,No,Low
2024-04-27,West,275,Bus,Sunny,19,77.0,No,No,Low
2024-02-02,Airport,624,Car,Cloudy,37,52.0,No,No,Low
2026-05-02,South,943,Car,Cloudy,34,44.3,No,Yes,Medium
2024-07-07,East,789,Truck,Sunny,36,52.4,Yes,No,Medium
2024-06-24,East,344,Bus,Sunny,18,61.2,No,Yes,Low
2024-02-28,East,598,Bus,Cloudy,24,60.1,No,No,Low
2025-10-19,West,869,Bike,Rainy,41,41.2,Yes,No,High
2024-06-15,North,405,Bike,Cloudy,22,66.8,No,No,Low
2024-01-10,South,780,Bike,Sunny,25,54.8,No,No,Low
2024-05-15,East,690,Truck,Sunny,19,51.4,No,No,Low
2024-09-18,Industrial,651,Bike,Rainy,18,58.0,No,No,Medium
2026-05-10,North,446,Car,Sunny,33,65.2,No,No,Low
2025-12-30,North,768,Bus,Foggy,30,57.3,Yes,No,High
2024-10-17,North,452,Truck,Cloudy,39,54.9,No,No,Low
2024-07-09,East,739,Bus,Sunny,18,54.4,No,No,Low
2025-04-09,East,1023,Bus,Sunny,36,35.1,No,No,High
2026-01-24,West,940,Bus,Sunny,30,48.4,No,No,Medium
2025-04-06,South,423,Bike,Sunny,23,63.1,No,No,Low
2026-04-12,South,365,Bus,Cloudy,37,61.4,No,No,Low
2024-01-11,Downtown,505,Truck,Sunny,32,53.8,No,No,Low
2026-01-28,North,517,Car,Rainy,24,51.3,No,No,Low
2025-06-12,South,1121,Bus,Rainy,19,40.2,No,No,Medium
2026-05-02,South,275,Bus,Rainy,27,65.0,No,No,Low
2025-06-15,South,887,Bus,Sunny,31,39.5,No,No,Medium
2024-09-24,East,1153,Bus,Rainy,42,26.9,No,No,High
2025-02-15,Downtown,856,Car,Cloudy,18,50.8,No,No,Low
2024-04-12,West,994,Truck,Foggy,41,41.2,No,No,Medium
2024-11-13,East,961,Truck,Sunny,20,48.6,No,No,Medium
2024-11-19,Downtown,657,Car,Cloudy,20,46.7,No,No,Low
2025-03-05,Airport,1115,Bus,Foggy,37,29.4,No,No,High
2024-07-22,North,447,Bus,Cloudy,27,68.1,No,No,Low
2025-07-17,Airport,766,Truck,Cloudy,35,45.4,No,Yes,Low
2024-11-18,Industrial,583,Bike,Sunny,20,49.7,No,Yes,Low
2026-05-23,East,288,Bus,Foggy,29,71.5,No,No,Low
2024-07-16,West,986,Car,Cloudy,29,34.6,Yes,No,High
2024-11-24,South,273,Bike,Cloudy,30,76.1,No,No,Low
2024-01-03,Downtown,529,Bus,Rainy,28,58.8,No,No,Low
2026-02-18,Airport,939,Bus,Sunny,24,46.4,Yes,No,High
2026-02-24,Downtown,831,Bus,Cloudy,30,38.8,No,No,Medium
2025-06-30,North,706,Bike,Sunny,30,56.8,No,No,Medium
2024-07-30,North,918,Truck,Rainy,24,44.3,Yes,No,High
2026-05-20,West,1071,Car,Rainy,34,44.2,No,No,Medium
2025-09-02,Industrial,930,Car,Cloudy,41,43.8,No,No,Medium
2024-03-21,Industrial,603,Bus,Rainy,35,57.9,No,No,Medium
2024-02-18,Airport,480,Bike,Sunny,38,61.8,No,No,Low
2026-03-28,North,188,Bus,Sunny,39,79.5,No,No,Low
2025-01-07,South,1103,Bike,Rainy,35,31.9,Yes,No,High
2024-03-22,South,576,Bike,Rainy,41,57.0,No,No,Low
2026-06-16,East,866,Bus,Rainy,42,37.4,No,No,Medium
2024-08-25,Industrial,765,Bike,Sunny,29,55.4,Yes,No,Medium
2024-08-09,East,566,Car,Sunny,19,56.4,No,No,Low
2026-04-29,Downtown,687,Bus,Rainy,38,44.5,No,No,Medium
2025-07-12,Downtown,1058,Bus,Cloudy,19,29.7,No,No,Medium
2025-01-08,West,584,Truck,Sunny,32,62.6,No,No,Low
2025-01-10,West,651,Bus,Foggy,35,50.0,No,Yes,Medium
2024-12-23,Industrial,185,Truck,Sunny,22,73.6,No,No,Low
2025-09-11,South,844,Truck,Sunny,38,50.2,No,No,Low
2025-10-06,North,635,Truck,Rainy,30,51.6,No,No,Medium
2026-03-24,North,452,Car,Cloudy,31,60.9,No,No,Low
2024-04-15,South,290,Bike,Sunny,38,73.4,No,Yes,Low
2024-01-17,South,758,Car,Sunny,24,43.7,No,No,Low
2024-08-23,Industrial,549,Car,Sunny,19,64.0,No,No,Low
2024-03-04,North,657,Truck,Sunny,27,53.7,No,No,Low
2025-12-27,Industrial,670,Truck,Sunny,32,55.2,No,No,Low
2024-05-06,Downtown,802,Bike,Sunny,40,45.9,No,No,Low
2024-12-04,West,873,Bus,Sunny,26,51.1,No,No,Low
2025-07-14,Industrial,892,Bike,Sunny,41,51.3,No,No,Low
2025-07-09,Airport,1069,Car,Rainy,18,42.2,No,No,Medium
